"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier"
"29518-30447","RB","Todd","Todd Gurley II","Gurley II","28.075000762939453","8","11200","LAR@NO","LAR","NO","","","","",""
"29518-57439","QB","Patrick","Patrick Mahomes","Mahomes","27.86750030517578","8","9500","KC@CLE","KC","CLE","","","","",""
"29518-39716","WR","Adam","Adam Thielen","Thielen","20.625","8","8900","DET@MIN","MIN","DET","","","","",""
"29518-11612","WR","Antonio","Antonio Brown","Brown","18.028570992606028","7","8800","PIT@BAL","PIT","BAL","","","","",""
"29518-16606","WR","DeAndre","DeAndre Hopkins","Hopkins","17.337499618530273","8","8600","HOU@DEN","HOU","DEN","","","","",""
"29518-28900","RB","Melvin","Melvin Gordon III","Gordon III","24.583333333333332","6","8600","LAC@SEA","LAC","SEA","Q","Hamstring","","",""
"29518-14185","QB","Cam","Cam Newton","Newton","24.67714364188058","7","8600","TB@CAR","CAR","TB","","","","",""
"29518-28573","WR","Michael","Michael Thomas","Thomas","16.55714307512556","7","8600","LAR@NO","NO","LAR","","","","",""
"29518-45229","RB","Kareem","Kareem Hunt","Hunt","19.424999237060547","8","8500","KC@CLE","KC","CLE","","","","",""
"29518-14190","WR","Julio","Julio Jones","Jones","15.257143293108259","7","8500","ATL@WAS","ATL","WAS","","","","",""
"29518-6504","QB","Drew","Drew Brees","Brees","21.442858014787948","7","8400","LAR@NO","NO","LAR","","","","",""
"29518-38435","QB","Jared","Jared Goff","Goff","21.274999618530273","8","8400","LAR@NO","LAR","NO","","","","",""
"29518-22038","QB","Kirk","Kirk Cousins","Cousins","21.1299991607666","8","8300","DET@MIN","MIN","DET","","","","",""
"29518-6616","QB","Matt","Matt Ryan","Ryan","24.58571515764509","7","8200","ATL@WAS","ATL","WAS","","","","",""
"29518-42104","RB","Alvin","Alvin Kamara","Kamara","23.08571515764509","7","8000","LAR@NO","NO","LAR","","","","",""
"29518-28181","RB","Le'Veon","Le'Veon Bell","Bell","19.940000406901042","15","8000","PIT@BAL","PIT","BAL","O","Contract dispute","","",""
"29518-40687","RB","James","James Conner","Conner","23.385713849748885","7","8000","PIT@BAL","PIT","BAL","","","","",""
"29518-7968","QB","Philip","Philip Rivers","Rivers","21.317143031529017","7","8000","LAC@SEA","LAC","SEA","","","","",""
"29518-54879","QB","Deshaun","Deshaun Watson","Watson","20.6299991607666","8","7900","HOU@DEN","HOU","DEN","","","","",""
"29518-32384","WR","Mike","Mike Evans","Evans","17.428571428571427","7","7900","TB@CAR","TB","CAR","","","","",""
"29518-55050","RB","Christian","Christian McCaffrey","McCaffrey","15.757143293108259","7","7900","TB@CAR","CAR","TB","","","","",""
"29518-53681","WR","Tyreek","Tyreek Hill","Hill","18.125","8","7800","KC@CLE","KC","CLE","","","","",""
"29518-6589","QB","Ben","Ben Roethlisberger","Roethlisberger","21.91428484235491","7","7800","PIT@BAL","PIT","BAL","","","","",""
"29518-38628","QB","Mitchell","Mitchell Trubisky","Trubisky","23.451429094587052","7","7800","CHI@BUF","CHI","BUF","","","","",""
"29518-22015","QB","Russell","Russell Wilson","Wilson","18.277143205915177","7","7700","LAC@SEA","SEA","LAC","","","","",""
"29518-33076","TE","Travis","Travis Kelce","Kelce","13.774999618530273","8","7600","KC@CLE","KC","CLE","","","","",""
"29518-29685","WR","Robert","Robert Woods","Woods","14.649999618530273","8","7600","LAR@NO","LAR","NO","","","","",""
"29518-6703","RB","Adrian","Adrian Peterson","Peterson","14.900000435965401","7","7500","ATL@WAS","WAS","ATL","","","","",""
"29518-6714","QB","Joe","Joe Flacco","Flacco","16.857500076293945","8","7500","PIT@BAL","BAL","PIT","","","","",""
"29518-29501","WR","Brandin","Brandin Cooks","Cooks","13.857142857142858","7","7500","LAR@NO","LAR","NO","","","","",""
"29518-8005","QB","Alex","Alex Smith","Smith","15.162857055664062","7","7500","ATL@WAS","WAS","ATL","","","","",""
"29518-41535","QB","Baker","Baker Mayfield","Mayfield","15.656667073567709","6","7400","KC@CLE","CLE","KC","","","","",""
"29518-29253","WR","Keenan","Keenan Allen","Allen","11.385713849748884","7","7400","LAC@SEA","LAC","SEA","","","","",""
"29518-14211","RB","Mark","Mark Ingram","Ingram","12.066666920979818","3","7400","LAR@NO","NO","LAR","","","","",""
"29518-25079","WR","Stefon","Stefon Diggs","Diggs","14.662500381469727","8","7300","DET@MIN","MIN","DET","D","Ribs","","",""
"29518-6654","QB","Matthew","Matthew Stafford","Stafford","18.11142839704241","7","7300","DET@MIN","DET","MIN","","","","",""
"29518-79974","RB","Tarik","Tarik Cohen","Cohen","14.17142813546317","7","7200","CHI@BUF","CHI","BUF","","","","",""
"29518-55987","WR","JuJu","JuJu Smith-Schuster","Smith-Schuster","13.771428789411273","7","7200","PIT@BAL","PIT","BAL","","","","",""
"29518-11505","WR","Emmanuel","Emmanuel Sanders","Sanders","15.602499961853027","8","7100","HOU@DEN","DEN","HOU","","","","",""
"29518-24849","QB","Jameis","Jameis Winston","Winston","19.03499984741211","4","7100","TB@CAR","TB","CAR","","","","",""
"29518-7659","QB","Ryan","Ryan Fitzpatrick","Fitzpatrick","25","5","7100","TB@CAR","TB","CAR","","","","",""
"29518-30989","RB","Kenyan","Kenyan Drake","Drake","11.899999618530273","8","6900","NYJ@MIA","MIA","NYJ","","","","",""
"29518-79970","WR","Cooper","Cooper Kupp","Kupp","15.216667175292969","6","6800","LAR@NO","LAR","NO","","","","",""
"29518-22994","QB","Case","Case Keenum","Keenum","15.237500190734863","8","6800","HOU@DEN","DEN","HOU","","","","",""
"29518-24641","WR","Sammy","Sammy Watkins","Watkins","10.662500381469727","8","6700","KC@CLE","KC","CLE","","","","",""
"29518-63589","QB","Sam","Sam Darnold","Darnold","14.037500381469727","8","6700","NYJ@MIA","NYJ","MIA","","","","",""
"29518-27050","WR","Tyler","Tyler Lockett","Lockett","13","7","6700","LAC@SEA","SEA","LAC","","","","",""
"29518-41426","RB","Phillip","Phillip Lindsay","Lindsay","12.462499618530273","8","6700","HOU@DEN","DEN","HOU","","","","",""
"29518-21994","QB","Brock","Brock Osweiler","Osweiler","15.125","4","6700","NYJ@MIA","MIA","NYJ","","","","",""
"29518-34331","RB","Latavius","Latavius Murray","Murray","10.587499618530273","8","6700","DET@MIN","MIN","DET","","","","",""
"29518-27776","RB","Tevin","Tevin Coleman","Coleman","10.885713849748884","7","6600","ATL@WAS","ATL","WAS","","","","",""
"29518-53562","RB","Nick","Nick Chubb","Chubb","6.474999904632568","8","6600","KC@CLE","CLE","KC","","","","",""
"29518-21948","QB","Ryan","Ryan Tannehill","Tannehill","13.796000671386718","5","6600","NYJ@MIA","MIA","NYJ","O","Shoulder","","",""
"29518-6739","WR","DeSean","DeSean Jackson","Jackson","14.900000435965401","7","6600","TB@CAR","TB","CAR","","","","",""
"29518-31394","WR","Jarvis","Jarvis Landry","Landry","11.412500381469727","8","6600","KC@CLE","CLE","KC","","","","",""
"29518-64555","WR","Calvin","Calvin Ridley","Ridley","12.857142857142858","7","6500","ATL@WAS","ATL","WAS","","","","",""
"29518-24920","RB","Devonta","Devonta Freeman","Freeman","5.800000190734863","2","6500","ATL@WAS","ATL","WAS","IR","Groin","","",""
"29518-22037","RB","Lamar","Lamar Miller","Miller","11.385713849748884","7","6500","HOU@DEN","HOU","DEN","","","","",""
"29518-22103","WR","Marvin","Marvin Jones Jr.","Jones Jr.","11.67142813546317","7","6500","DET@MIN","DET","MIN","","","","",""
"29518-64119","RB","Chris","Chris Carson","Carson","11.283332824707031","6","6500","LAC@SEA","SEA","LAC","Q","Hip","","",""
"29518-63806","RB","Kerryon","Kerryon Johnson","Johnson","11.271428789411273","7","6400","DET@MIN","DET","MIN","","","","",""
"29518-54606","WR","John","John Brown","Brown","12.3125","8","6400","PIT@BAL","BAL","PIT","","","","",""
"29518-28080","WR","Devin","Devin Funchess","Funchess","10.585714067731585","7","6400","TB@CAR","CAR","TB","","","","",""
"29518-80001","RB","Austin","Austin Ekeler","Ekeler","11.32857186453683","7","6300","LAC@SEA","LAC","SEA","","","","",""
"29518-9392","WR","Michael","Michael Crabtree","Crabtree","9.375","8","6300","PIT@BAL","BAL","PIT","","","","",""
"29518-62239","QB","Josh","Josh Allen","Allen","11.296666463216146","6","6300","CHI@BUF","BUF","CHI","O","Elbow","","",""
"29518-54140","RB","Dalvin","Dalvin Cook","Cook","7.666666666666667","3","6300","DET@MIN","MIN","DET","Q","Hamstring","","",""
"29518-28643","WR","Allen","Allen Robinson II","Robinson II","8.833333333333334","6","6300","CHI@BUF","CHI","BUF","Q","Groin","","",""
"29518-62535","WR","Tyrell","Tyrell Williams","Williams","11.185714721679688","7","6200","LAC@SEA","LAC","SEA","","","","",""
"29518-42142","RB","Jordan","Jordan Howard","Howard","9.914285932268415","7","6200","CHI@BUF","CHI","BUF","","","","",""
"29518-6373","QB","Derek","Derek Anderson","Anderson","5.25","2","6200","CHI@BUF","BUF","CHI","O","Concussion","","",""
"29518-6779","RB","LeSean","LeSean McCoy","McCoy","7.414285932268415","7","6200","CHI@BUF","BUF","CHI","","","","",""
"29518-63115","QB","Lamar","Lamar Jackson","Jackson","3.237499952316284","8","6200","PIT@BAL","BAL","PIT","","","","",""
"29518-6914","TE","Greg","Greg Olsen","Olsen","8.050000190734863","4","6200","TB@CAR","CAR","TB","","","","",""
"29518-40843","RB","Alex","Alex Collins","Collins","10.362500190734863","8","6200","PIT@BAL","BAL","PIT","Q","Foot","","",""
"29518-54244","WR","Kenny","Kenny Golladay","Golladay","11.528570992606026","7","6200","DET@MIN","DET","MIN","","","","",""
"29518-45565","QB","Taysom","Taysom Hill","Hill","3.259999910990397","6","6100","LAR@NO","NO","LAR","","","","",""
"29518-30297","TE","Trey","Trey Burton","Burton","10.285714285714286","7","6100","CHI@BUF","CHI","BUF","","","","",""
"29518-64242","WR","Keke","Keke Coutee","Coutee","9.024999618530273","4","6100","HOU@DEN","HOU","DEN","O","Hamstring","","",""
"29518-29715","QB","Kevin","Kevin Hogan","Hogan","9.694999694824219","4","6000","HOU@DEN","DEN","HOU","","","","",""
"29518-24607","QB","Chad","Chad Kelly","Kelly","-0.10000000149011612","1","6000","HOU@DEN","DEN","HOU","","","","",""
"29518-14377","QB","Tyrod","Tyrod Taylor","Taylor","14.326666514078775","3","6000","KC@CLE","CLE","KC","","","","",""
"29518-30788","QB","Tyler","Tyler Bray","Bray","-2","1","6000","CHI@BUF","CHI","BUF","","","","",""
"29518-53331","QB","Taylor","Taylor Heinicke","Heinicke","0.3199999928474426","1","6000","TB@CAR","CAR","TB","","","","",""
"29518-39034","QB","Kurt","Kurt Benkert","Benkert","0","0","6000","ATL@WAS","ATL","WAS","","","","",""
"29518-29915","QB","Brett","Brett Hundley","Hundley","12.358182040127842","11","6000","LAC@SEA","SEA","LAC","","","","",""
"29518-54507","QB","Alex","Alex McGough","McGough","0","0","6000","LAC@SEA","SEA","LAC","","","","",""
"29518-11500","QB","Colt","Colt McCoy","McCoy","0","0","6000","ATL@WAS","WAS","ATL","","","","",""
"29518-27982","QB","Jake","Jake Rudock","Rudock","-0.03999999910593033","1","6000","DET@MIN","DET","MIN","","","","",""
"29518-11615","QB","Joe","Joe Webb III","Webb III","2.9000000953674316","2","6000","HOU@DEN","HOU","DEN","","","","",""
"29518-39286","TE","O.J.","O.J. Howard","Howard","10.271428789411273","7","6000","TB@CAR","TB","CAR","","","","",""
"29518-21941","QB","Robert","Robert Griffin III","Griffin III","0","0","6000","PIT@BAL","BAL","PIT","","","","",""
"29518-31170","QB","Brandon","Brandon Allen","Allen","0","0","6000","LAR@NO","LAR","NO","","","","",""
"29518-21959","QB","Brandon","Brandon Weeden","Weeden","-0.10000000149011612","1","6000","HOU@DEN","HOU","DEN","","","","",""
"29518-40407","QB","Joshua","Joshua Dobbs","Dobbs","-0.20000000298023224","2","6000","PIT@BAL","PIT","BAL","","","","",""
"29518-53729","QB","Mason","Mason Rudolph","Rudolph","0","0","6000","PIT@BAL","PIT","BAL","","","","",""
"29518-33259","QB","Teddy","Teddy Bridgewater","Bridgewater","-0.30000001192092896","1","6000","LAR@NO","NO","LAR","","","","",""
"29518-28163","QB","Connor","Connor Cook","Cook","0","0","6000","TB@CAR","CAR","TB","","","","",""
"29518-6679","QB","Matt","Matt Schaub","Schaub","0.30000001192092896","2","6000","ATL@WAS","ATL","WAS","","","","",""
"29518-7744","QB","Drew","Drew Stanton","Stanton","11.091999816894532","5","6000","KC@CLE","CLE","KC","","","","",""
"29518-7778","QB","Matt","Matt Cassel","Cassel","-0.5400000214576721","1","6000","DET@MIN","DET","MIN","","","","",""
"29518-8803","QB","Chase","Chase Daniel","Daniel","-0.20000000298023224","1","6000","CHI@BUF","CHI","BUF","","","","",""
"29518-6803","QB","Josh","Josh McCown","McCown","16.495384803185097","13","6000","NYJ@MIA","NYJ","MIA","","","","",""
"29518-7844","QB","Chad","Chad Henne","Henne","-0.25","2","6000","KC@CLE","KC","CLE","","","","",""
"29518-62133","QB","Chase","Chase Litton","Litton","0","0","6000","KC@CLE","KC","CLE","","","","",""
"29518-29445","QB","Sean","Sean Mannion","Mannion","0.10000000149011612","1","6000","LAR@NO","LAR","NO","","","","",""
"29518-28434","QB","Trevor","Trevor Siemian","Siemian","12.736364191228693","11","6000","DET@MIN","MIN","DET","","","","",""
"29518-28515","QB","Cardale","Cardale Jones","Jones","0","0","6000","LAC@SEA","LAC","SEA","","","","",""
"29518-33647","QB","Kyle","Kyle Sloter","Sloter","0","0","6000","DET@MIN","MIN","DET","","","","",""
"29518-26483","QB","Geno","Geno Smith","Smith","0.009999999776482582","2","6000","LAC@SEA","LAC","SEA","","","","",""
"29518-39795","QB","Davis","Davis Webb","Webb","0","0","6000","NYJ@MIA","NYJ","MIA","","","","",""
"29518-33702","QB","Ryan","Ryan Griffin","Griffin","0","0","6000","TB@CAR","TB","CAR","","","","",""
"29518-43956","QB","David","David Fales","Fales","10.199999809265137","2","6000","NYJ@MIA","MIA","NYJ","","","","",""
"29518-41966","QB","Luke","Luke Falk","Falk","0","0","6000","NYJ@MIA","MIA","NYJ","IR","Wrist","","",""
"29518-30761","QB","Nathan","Nathan Peterman","Peterman","1.5399999618530273","3","5900","CHI@BUF","BUF","CHI","","","","",""
"29518-40126","TE","Austin","Austin Hooper","Hooper","8.942856924874443","7","5900","ATL@WAS","ATL","WAS","","","","",""
"29518-55635","WR","Chris","Chris Godwin","Godwin","10.285714285714286","7","5900","TB@CAR","TB","CAR","","","","",""
"29518-79987","WR","David","David Moore","Moore","10.419999694824218","5","5800","LAC@SEA","SEA","LAC","","","","",""
"29518-11432","WR","Demaryius","Demaryius Thomas","Thomas","9.524999618530273","8","5800","HOU@DEN","HOU","DEN","","","","",""
"29518-54753","WR","Taylor","Taylor Gabriel","Gabriel","10.099999564034599","7","5800","CHI@BUF","CHI","BUF","","","","",""
"29518-33260","WR","DeVante","DeVante Parker","Parker","7.133333206176758","3","5800","NYJ@MIA","MIA","NYJ","","","","",""
"29518-22018","WR","Mohamed","Mohamed Sanu","Sanu","9.142857142857142","7","5800","ATL@WAS","ATL","WAS","","","","",""
"29518-40857","RB","Peyton","Peyton Barber","Barber","7.600000108991351","7","5800","TB@CAR","TB","CAR","","","","",""
"29518-24755","WR","Jamison","Jamison Crowder","Crowder","7.349999904632568","4","5700","ATL@WAS","WAS","ATL","O","Ankle","","",""
"29518-14626","WR","Doug","Doug Baldwin","Baldwin","4.579999923706055","5","5700","LAC@SEA","SEA","LAC","","","","",""
"29518-54684","RB","Isaiah","Isaiah Crowell","Crowell","11.449999809265137","8","5700","NYJ@MIA","NYJ","MIA","","","","",""
"29518-14237","TE","Kyle","Kyle Rudolph","Rudolph","7.512499809265137","8","5700","DET@MIN","MIN","DET","","","","",""
"29518-24891","RB","Chris","Chris Thompson","Thompson","10.44000015258789","5","5600","ATL@WAS","WAS","ATL","O","Ribs","","",""
"29518-55689","RB","Ito","Ito Smith","Smith","7.549999872843425","6","5600","ATL@WAS","ATL","WAS","","","","",""
"29518-30298","TE","Jordan","Jordan Reed","Reed","7.014285496303013","7","5600","ATL@WAS","WAS","ATL","","","","",""
"29518-53097","WR","Josh","Josh Reynolds","Reynolds","5.220000076293945","5","5600","LAR@NO","LAR","NO","","","","",""
"29518-57403","WR","Courtland","Courtland Sutton","Sutton","6.612500190734863","8","5500","HOU@DEN","DEN","HOU","","","","",""
"29518-11864","RB","Chris","Chris Ivory","Ivory","6.112500190734863","8","5500","CHI@BUF","BUF","CHI","","","","",""
"29518-27457","WR","Kenny","Kenny Stills","Stills","8.87142835344587","7","5500","NYJ@MIA","MIA","NYJ","Q","Groin","","",""
"29518-26610","WR","Paul","Paul Richardson Jr.","Richardson Jr.","7.75","6","5500","ATL@WAS","WAS","ATL","Q","Shoulder","","",""
"29518-55336","TE","Chris","Chris Herndon","Herndon","6.683333079020183","6","5400","NYJ@MIA","NYJ","MIA","","","","",""
"29518-12527","D","Chicago","Chicago Bears","Bears","10.714285714285714","7","5400","CHI@BUF","CHI","BUF","","","","",""
"29518-27199","RB","Marcus","Marcus Murphy","Murphy","3.6599998474121094","5","5400","CHI@BUF","BUF","CHI","","","","",""
"29518-55970","RB","Royce","Royce Freeman","Freeman","8.428571428571429","7","5400","HOU@DEN","DEN","HOU","Q","Ankle","","",""
"29518-6840","RB","Frank","Frank Gore","Gore","6.712500095367432","8","5400","NYJ@MIA","MIA","NYJ","","","","",""
"29518-7870","TE","Benjamin","Benjamin Watson","Watson","6.75","6","5400","LAR@NO","NO","LAR","","","","",""
"29518-39829","WR","Mike","Mike Williams","Williams","9.271428789411273","7","5400","LAC@SEA","LAC","SEA","","","","",""
"29518-8117","WR","Danny","Danny Amendola","Amendola","7.789999961853027","8","5400","NYJ@MIA","MIA","NYJ","","","","",""
"29518-29645","RB","Javorius","Javorius Allen","Allen","8.975000381469727","8","5400","PIT@BAL","BAL","PIT","","","","",""
"29518-41936","WR","Anthony","Anthony Miller","Miller","6.966666539510091","6","5400","CHI@BUF","CHI","BUF","","","","",""
"29518-48344","WR","Albert","Albert Wilson","Wilson","11.968571254185267","7","5300","NYJ@MIA","MIA","NYJ","IR","Hip - labrum","","",""
"29518-32045","TE","Vance","Vance McDonald","McDonald","7.933333079020183","6","5300","PIT@BAL","PIT","BAL","","","","",""
"29518-44449","WR","Willie","Willie Snead IV","Snead IV","8.162500381469727","8","5300","PIT@BAL","BAL","PIT","","","","",""
"29518-11779","RB","LeGarrette","LeGarrette Blount","Blount","5.814285823277065","7","5300","DET@MIN","DET","MIN","","","","",""
"29518-63043","WR","D.J.","D.J. Moore","Moore","6.7999997820172995","7","5300","TB@CAR","CAR","TB","","","","",""
"29518-14288","WR","Torrey","Torrey Smith","Smith","6.516666412353516","6","5300","TB@CAR","CAR","TB","O","Knee","","",""
"29518-55335","TE","David","David Njoku","Njoku","8.171428680419922","7","5200","KC@CLE","CLE","KC","","","","",""
"29518-24671","WR","Adam","Adam Humphries","Humphries","6.214285714285714","7","5200","TB@CAR","TB","CAR","","","","",""
"29518-63591","RB","Ronald","Ronald Jones II","Jones II","4.150000095367432","4","5200","TB@CAR","TB","CAR","O","Hamstring","","",""
"29518-25837","RB","Duke","Duke Johnson Jr.","Johnson Jr.","5.625","8","5200","KC@CLE","CLE","KC","","","","",""
"29518-26251","WR","Robby","Robby Anderson","Anderson","7.571428571428571","7","5200","NYJ@MIA","NYJ","MIA","Q","Ankle","","",""
"29518-33465","RB","Theo","Theo Riddick","Riddick","5.659999847412109","5","5200","DET@MIN","DET","MIN","","","","",""
"29518-27266","WR","Quincy","Quincy Enunwa","Enunwa","7.283333460489909","6","5100","NYJ@MIA","NYJ","MIA","Q","Ankle","","",""
"29518-31406","RB","Alfred","Alfred Blue","Blue","5.837500095367432","8","5100","HOU@DEN","HOU","DEN","","","","",""
"29518-30635","RB","Mike","Mike Davis","Davis","8.316666920979818","6","5100","LAC@SEA","SEA","LAC","","","","",""
"29518-57342","WR","Tre'Quan","Tre'Quan Smith","Smith","6.016666412353516","6","5100","LAR@NO","NO","LAR","","","","",""
"29518-83091","RB","Trenton","Trenton Cannon","Cannon","5.200000127156575","3","5000","NYJ@MIA","NYJ","MIA","","","","",""
"29518-45335","TE","Michael","Michael Roberts","Roberts","8.766666412353516","3","5000","DET@MIN","DET","MIN","","","","",""
"29518-24929","WR","Kelvin","Kelvin Benjamin","Benjamin","5.025000095367432","8","5000","CHI@BUF","BUF","CHI","","","","",""
"29518-32234","RB","Malcolm","Malcolm Brown","Brown","4.133333206176758","6","5000","LAR@NO","LAR","NO","","","","",""
"29518-44103","RB","Elijah","Elijah McGuire","McGuire","4.513333129882812","15","4900","NYJ@MIA","NYJ","MIA","","","","",""
"29518-62538","WR","Cameron","Cameron Meredith","Meredith","6.633333206176758","3","4900","LAR@NO","NO","LAR","","","","",""
"29518-65706","WR","Deontay","Deontay Burnett","Burnett","4.75","2","4900","NYJ@MIA","NYJ","MIA","","","","",""
"29518-39580","RB","Devontae","Devontae Booker","Booker","4.724999904632568","8","4900","HOU@DEN","DEN","HOU","","","","",""
"29518-32564","WR","Josh","Josh Doctson","Doctson","3.9833332697550454","6","4900","ATL@WAS","WAS","ATL","","","","",""
"29518-63360","WR","Antonio","Antonio Callaway","Callaway","6.099999904632568","8","4900","KC@CLE","CLE","KC","Q","Ankle","","",""
"29518-28694","TE","Jesse","Jesse James","James","6.257142748151507","7","4800","PIT@BAL","PIT","BAL","","","","",""
"29518-34071","WR","Nick","Nick Williams","Williams","0.675000011920929","4","4800","LAR@NO","LAR","NO","","","","",""
"29518-57840","RB","Rashaad","Rashaad Penny","Penny","3.7833334604899087","6","4800","LAC@SEA","SEA","LAC","","","","",""
"29518-71386","TE","Jordan","Jordan Thomas","Thomas","4.666666666666667","6","4800","HOU@DEN","HOU","DEN","","","","",""
"29518-15212","WR","Terrelle","Terrelle Pryor","Pryor","7.083333333333333","6","4800","CHI@BUF","BUF","CHI","","","","",""
"29518-11488","TE","Ed","Ed Dickson","Dickson","12.399999618530273","1","4700","LAC@SEA","SEA","LAC","","","","",""
"29518-12556","D","Houston","Houston Texans","Texans","9","8","4700","HOU@DEN","HOU","DEN","","","","",""
"29518-22898","RB","Brandon","Brandon Bolden","Bolden","2.633333365122477","3","4700","NYJ@MIA","MIA","NYJ","","","","",""
"29518-55748","WR","James","James Washington","Washington","2.6799999237060548","5","4700","PIT@BAL","PIT","BAL","","","","",""
"29518-29201","WR","Maurice","Maurice Harris","Harris","4.074999809265137","4","4700","ATL@WAS","WAS","ATL","","","","",""
"29518-29249","RB","C.J.","C.J. Anderson","Anderson","3.8599998474121096","5","4700","TB@CAR","CAR","TB","","","","",""
"29518-41806","WR","Laquon","Laquon Treadwell","Treadwell","5.012499809265137","8","4700","DET@MIN","MIN","DET","","","","",""
"29518-32703","WR","Jakeem","Jakeem Grant","Grant","7.462500095367432","8","4700","NYJ@MIA","MIA","NYJ","","","","",""
"29518-14372","WR","Aldrick","Aldrick Robinson","Robinson","5","6","4600","DET@MIN","MIN","DET","","","","",""
"29518-79983","RB","De'Angelo","De'Angelo Henderson","Henderson","3.9666665395100913","3","4600","NYJ@MIA","NYJ","MIA","","","","",""
"29518-52436","TE","Mark","Mark Andrews","Andrews","5.050000190734863","8","4600","PIT@BAL","BAL","PIT","","","","",""
"29518-41305","WR","Zay","Zay Jones","Jones","5.824999809265137","8","4600","CHI@BUF","BUF","CHI","","","","",""
"29518-33137","WR","Justin","Justin Hardy","Hardy","1.3000000544956751","7","4600","ATL@WAS","ATL","WAS","","","","",""
"29518-38264","WR","Demarcus","Demarcus Robinson","Robinson","2.300000031789144","6","4600","KC@CLE","KC","CLE","","","","",""
"29518-52613","WR","Curtis","Curtis Samuel","Samuel","6","4","4600","TB@CAR","CAR","TB","","","","",""
"29518-60861","WR","Damion","Damion Ratley","Ratley","5.866666793823242","3","4600","KC@CLE","CLE","KC","","","","",""
"29518-22035","WR","Travis","Travis Benjamin","Benjamin","1.6666666666666667","3","4600","LAC@SEA","LAC","SEA","","","","",""
"29518-30237","RB","Mike","Mike Gillislee","Gillislee","0.925000011920929","4","4600","LAR@NO","NO","LAR","","","","",""
"29518-22054","WR","Jarius","Jarius Wright","Wright","5.157142639160156","7","4600","TB@CAR","CAR","TB","","","","",""
"29518-45683","RB","Kapri","Kapri Bibbs","Bibbs","4.6","5","4600","ATL@WAS","WAS","ATL","Q","Shoulder","","",""
"29518-33472","RB","C.J.","C.J. Prosise","Prosise","3.700000047683716","1","4600","LAC@SEA","SEA","LAC","","","","",""
"29518-22219","WR","Jermaine","Jermaine Kearse","Kearse","4.142857142857143","7","4600","NYJ@MIA","NYJ","MIA","","","","",""
"29518-6870","TE","Vernon","Vernon Davis","Davis","4.666666666666667","6","4600","ATL@WAS","WAS","ATL","","","","",""
"29518-45791","WR","Rashard","Rashard Higgins","Higgins","7.680000305175781","5","4600","KC@CLE","CLE","KC","Q","Knee - mcl","","",""
"29518-31459","RB","Spencer","Spencer Ware","Ware","3.4285714285714284","7","4600","KC@CLE","KC","CLE","","","","",""
"29518-28487","TE","Jeff","Jeff Heuerman","Heuerman","3.8428570883614674","7","4600","HOU@DEN","DEN","HOU","","","","",""
